Time, Setpoint, Input, Output
201, 224.00, 183.25, 2000.00
202, 224.00, 183.50, 2000.00
203, 224.00, 183.75, 2000.00
204, 224.00, 184.75, 2000.00
205, 224.00, 185.25, 2000.00
206, 224.00, 186.25, 2000.00
207, 224.00, 186.75, 2000.00
208, 224.00, 187.25, 2000.00
209, 224.00, 187.00, 2000.00
210, 224.00, 188.25, 2000.00
211, 224.00, 188.50, 2000.00
212, 224.00, 190.25, 2000.00
213, 224.00, 190.50, 2000.00
214, 224.00, 191.25, 2000.00
215, 224.00, 193.25, 2000.00
216, 224.00, 193.50, 2000.00
217, 224.00, 194.00, 2000.00
218, 224.00, 196.00, 2000.00
219, 224.00, 196.50, 2000.00
220, 224.00, 197.50, 2000.00
221, 224.00, 198.00, 2000.00
222, 224.00, 198.50, 2000.00
223, 224.00, 199.75, 2000.00
224, 224.00, 200.50, 2000.00
225, 224.00, 200.00, 2000.00
226, 224.00, 200.50, 2000.00
227, 224.00, 200.00, 2000.00
228, 224.00, 200.75, 2000.00
229, 224.00, 201.75, 2000.00
230, 224.00, 202.25, 2000.00
231, 224.00, 202.75, 2000.00
232, 224.00, 203.00, 2000.00
233, 224.00, 204.75, 2000.00
234, 224.00, 205.50, 2000.00
235, 224.00, 206.75, 2000.00
236, 224.00, 209.00, 2000.00
237, 224.00, 209.50, 2000.00
238, 224.00, 210.00, 2000.00
239, 224.00, 210.00, 2000.00
240, 224.00, 210.25, 2000.00
241, 224.00, 211.25, 2000.00
242, 224.00, 210.50, 2000.00
243, 224.00, 210.50, 2000.00
244, 224.00, 210.75, 2000.00
245, 224.00, 212.00, 2000.00
246, 224.00, 212.50, 2000.00
247, 224.00, 213.25, 2000.00
248, 224.00, 214.50, 2000.00
249, 224.00, 214.75, 2000.00
250, 224.00, 215.25, 2000.00
251, 224.00, 214.75, 2000.00
252, 224.00, 215.50, 2000.00
253, 224.00, 216.25, 2000.00
254, 224.00, 217.75, 1334.59
255, 224.00, 218.50, 1334.59
256, 224.00, 219.50, 1634.87
257, 100.00, 219.75, 0.00
258, 100.00, 219.50, 0.00
259, 100.00, 218.75, 0.00
260, 100.00, 219.50, 0.00
261, 100.00, 219.50, 0.00
262, 100.00, 220.25, 0.00
263, 100.00, 220.50, 0.00
264, 100.00, 220.50, 0.00
265, 100.00, 220.75, 0.00
266, 100.00, 220.25, 0.00
267, 100.00, 214.25, 0.00
268, 100.00, 209.25, 0.00
269, 100.00, 204.00, 0.00
270, 100.00, 197.00, 0.00
271, 100.00, 193.75, 0.00
272, 100.00, 190.00, 0.00
273, 100.00, 185.00, 0.00
274, 100.00, 182.00, 0.00
275, 100.00, 178.75, 0.00
276, 100.00, 176.25, 0.00
277, 100.00, 174.75, 0.00
278, 100.00, 172.75, 0.00
279, 100.00, 171.50, 0.00
280, 100.00, 168.75, 0.00
281, 100.00, 165.75, 0.00
282, 100.00, 164.25, 0.00
283, 100.00, 164.00, 0.00
284, 100.00, 162.75, 0.00
285, 100.00, 162.00, 0.00
286, 100.00, 159.75, 0.00
287, 100.00, 159.25, 0.00
288, 100.00, 159.00, 0.00
289, 100.00, 157.00, 0.00
290, 100.00, 155.75, 0.00
291, 100.00, 154.25, 0.00
292, 100.00, 153.00, 0.00
293, 100.00, 151.25, 0.00
294, 100.00, 150.50, 0.00
295, 100.00, 148.75, 0.00
296, 100.00, 148.00, 0.00
297, 100.00, 147.50, 0.00
298, 100.00, 147.00, 0.00
299, 100.00, 146.75, 0.00
300, 100.00, 146.50, 0.00
301, 100.00, 145.00, 0.00
302, 100.00, 144.75, 0.00
303, 100.00, 143.75, 0.00
304, 100.00, 143.25, 0.00
305, 100.00, 143.00, 0.00
306, 100.00, 142.00, 0.00
307, 100.00, 141.25, 0.00
308, 100.00, 141.25, 0.00
309, 100.00, 140.50, 0.00
310, 100.00, 139.50, 0.00
311, 100.00, 138.50, 0.00
312, 100.00, 138.50, 0.00
313, 100.00, 137.50, 0.00
314, 100.00, 136.50, 0.00
315, 100.00, 136.25, 0.00
316, 100.00, 135.25, 0.00
317, 100.00, 135.25, 0.00
318, 100.00, 134.25, 0.00
319, 100.00, 133.75, 0.00
320, 100.00, 133.00, 0.00
321, 100.00, 133.00, 0.00
322, 100.00, 133.00, 0.00
323, 100.00, 132.50, 0.00
324, 100.00, 131.25, 0.00
325, 100.00, 130.75, 0.00
326, 100.00, 129.75, 0.00
327, 100.00, 128.50, 0.00
328, 100.00, 128.00, 0.00
329, 100.00, 127.00, 0.00
330, 100.00, 126.00, 0.00
331, 100.00, 125.25, 0.00
332, 100.00, 123.75, 0.00
333, 100.00, 123.00, 0.00
334, 100.00, 122.25, 0.00
335, 100.00, 121.50, 0.00
336, 100.00, 121.00, 0.00
337, 100.00, 120.50, 0.00
338, 100.00, 120.00, 0.00
339, 100.00, 119.75, 0.00
340, 100.00, 118.75, 0.00
341, 100.00, 118.75, 0.00
342, 100.00, 118.00, 0.00
343, 100.00, 118.00, 0.00
344, 100.00, 117.75, 0.00
345, 100.00, 117.50, 0.00
346, 100.00, 117.75, 0.00
347, 100.00, 117.50, 0.00
348, 100.00, 116.75, 0.00
349, 100.00, 116.00, 0.00
350, 100.00, 115.50, 0.00
351, 100.00, 115.25, 0.00
352, 100.00, 115.25, 0.00
353, 100.00, 114.75, 0.00
354, 100.00, 113.75, 0.00
355, 100.00, 113.75, 0.00
356, 100.00, 112.50, 0.00
357, 100.00, 112.25, 0.00
358, 100.00, 111.25, 0.00
359, 100.00, 110.75, 0.00
360, 100.00, 111.00, 0.00
361, 100.00, 110.25, 0.00
362, 100.00, 109.75, 0.00
363, 100.00, 108.50, 0.00
364, 100.00, 109.00, 0.00
365, 100.00, 108.50, 0.00
366, 100.00, 108.00, 0.00
367, 100.00, 107.50, 0.00
368, 100.00, 107.00, 0.00
369, 100.00, 106.75, 0.00
370, 100.00, 106.25, 0.00
371, 100.00, 105.75, 0.00
372, 100.00, 105.50, 0.00
373, 100.00, 105.25, 0.00
374, 100.00, 104.25, 0.00
375, 100.00, 103.75, 0.00
376, 100.00, 103.25, 0.00
377, 100.00, 102.50, 0.00
378, 100.00, 102.25, 0.00
379, 100.00, 102.00, 0.00
380, 100.00, 101.75, 0.00
381, 100.00, 101.25, 0.00
382, 100.00, 100.75, 0.00
383, 100.00, 101.25, 0.00
384, 100.00, 101.00, 0.00
385, 100.00, 101.50, 0.00
386, 100.00, 101.00, 0.00
387, 100.00, 100.25, 384.02
388, 100.00, 99.50, 384.02
COMPLETE
